,accel [g],aerodrag,gap [m],lift per assy [N],position [m],time [s],velocity [m/s]
872,-0.861948400496,0.120368568956,0.0025,-1070.94484123,708.08372636,8.72,1.83031061057
873,-0.823763432294,0.109974274885,0.0025,-1076.61805556,708.101622364,8.73,1.74949941786
874,-0.793743332148,0.100402719666,0.0025,-1079.39001155,708.118726146,8.74,1.67163319698
875,-0.771058140394,0.0915219230321,0.0025,-1082.08274502,708.135062446,8.75,1.5959923934
876,-0.749021418879,0.083288635153,0.0025,-1084.69852058,708.150653199,8.76,1.52251339221
877,-0.727614623511,0.0756621670795,0.0025,-1087.2395381,708.165519713,8.77,1.45113439764
878,-0.706819740901,0.0686042428776,0.0025,-1089.70793454,708.179682687,8.78,1.38179538106
879,-0.686619273154,0.0620788601993,0.0025,-1092.10578575,708.193162226,8.79,1.31443803037
880,-0.666996223092,0.056052158811,0.0025,-1094.43510822,708.205977864,8.8,1.24900570088
881,-0.647934079909,0.0504922966289,0.0025,-1096.69786078,708.218148574,8.81,1.18544336764
882,-0.629416805232,0.0453693328343,0.0025,-1098.89594625,708.229692786,8.82,1.12369757905
883,-0.611428819586,0.0406551176678,0.0025,-1101.03121305,708.240628407,8.83,1.06371641185
884,-0.593954989247,0.0363231885225,0.0025,-1103.10545673,708.250972828,8.84,1.0054494274
885,-0.569307365005,0.0324000184362,0.0025,-1086.06278432,708.260745288,8.85,0.949600374894
886,-0.520982188734,0.0289149063149,0.0025,-1068.0993871,708.26997597,8.86,0.897075805008
887,-0.503401020963,0.0258190251508,0.0025,-1051.21018752,708.278697273,8.87,0.847692164851
888,-0.473298071545,0.0230681192825,0.0025,-1035.33094759,708.286939656,8.88,0.801261624033
889,-0.444995299118,0.0206230137292,0.0025,-1020.40127103,708.294731759,8.89,0.757607585189
890,-0.418385046479,0.0184490279277,0.0025,-1006.36437349,708.302100508,8.9,0.71656401213
891,-0.393366095346,0.0165154573007,0.0025,-993.166866496,708.309071219,8.91,0.677974798176
892,-0.369843281178,0.0147951147968,0.0025,-980.758554373,708.315667695,8.92,0.641693172293
893,-0.347727131043,0.0132639254544,0.0025,-969.092243275,708.321912314,8.93,0.607581140737
894,-0.326933523158,0.011900567847,0.0025,-958.12356166,708.327826117,8.94,0.575508962116
895,-0.307383366799,0.0106861569796,0.0025,-947.810791493,708.333428885,8.95,0.545354653833
896,-0.289002301368,0.00960396383608,0.0025,-938.114709552,708.338739219,8.96,0.517003528068
897,-0.271720413459,0.00863916733273,0.0025,-928.998438223,708.343774606,8.97,0.490347755508
898,-0.255957715623,0.00777704173383,0.0025,-921.469069947,708.348551404,8.98,0.465238303605
899,-0.241547396081,0.00699424981466,0.0025,-915.854249709,708.353082823,8.99,0.441203367698
900,-0.23553998002,0.00628083505735,0.0025,-910.456328645,708.357378566,9.0,0.418096895658
901,-0.226441138277,0.00563115201925,0.0025,-905.26692772,708.361447736,9.01,0.395883019993
902,-0.217693793038,0.00503999802964,0.0025,-900.277991612,708.365299086,9.02,0.374527258896
903,-0.209284364851,0.00450257906019,0.0025,-895.481776203,708.368941031,9.03,0.353996462704
904,-0.201199798947,0.00401447820397,0.0025,-890.870836553,708.372381659,9.04,0.334258762428
905,-0.193427544957,0.00357162656453,0.0025,-886.438015343,708.375628747,9.05,0.315283520268
906,-0.185953385938,0.00317028087667,0.0025,-881.749505956,708.378689772,9.06,0.297041493107
907,-0.178442967692,0.00280762909779,0.0025,-875.133711078,708.381572045,9.07,0.279536237976
908,-0.171072759872,0.00248063105108,0.0025,-868.791167557,708.384282906,9.08,0.262754000233
909,-0.161061002208,0.00218628909546,0.0025,-862.059367863,708.386829441,9.09,0.246673242754
910,-0.152949492861,0.00192565453792,0.0025,-853.342334997,708.389219494,9.1,0.231503433975
911,-0.144794472466,0.00169659953097,0.0025,-845.180091108,708.391462728,9.11,0.217299096226
912,-0.135579141926,0.00149526667083,0.0025,-837.537326825,708.393568488,9.12,0.203998782403
913,-0.126950317658,0.00131827174502,0.0025,-830.380980061,708.395545525,9.13,0.191544956241
914,-0.118870671224,0.00116264555591,0.0025,-823.680092981,708.397402029,9.14,0.179883743394
915,-0.111305250023,0.00102578290526,0.0025,-817.405678072,708.399145673,9.15,0.168964698367
916,-0.104221326078,0.00090539785745,0.0025,-811.530592737,708.400783639,9.16,0.158740586278
917,-0.0975882544331,0.000799484508439,0.0025,-806.029421872,708.402322654,9.17,0.149167178519
918,-0.091377340575,0.000706282582113,0.0025,-800.878367919,708.403769014,9.18,0.140203061408
919,-0.0855617162872,0.000624247259784,0.0025,-796.055147917,708.405128616,9.19,0.13180945704
920,-0.0801162234097,0.00055202272146,0.0025,-791.538897097,708.406406983,9.2,0.123950055524
921,-0.0750173049973,0.000488418941894,0.0025,-787.310078629,708.407609284,9.21,0.116590857904
922,-0.0702429034048,0.000432391340667,0.0025,-783.350399097,708.408740361,9.22,0.10970002908
923,-0.0657723648606,0.000383022934921,0.0025,-779.642729363,708.409804747,9.23,0.103247760087
924,,0.000383022934921,0.0025,-779.642729363,708.409804747,9.23,0.103247760087
925,,,0.0025,,,,
926,,,0.0025,,,,
927,,,0.0025,,,,
928,,,0.0025,,,,
929,,,0.0025,,,,
930,,,0.0025,,,,
931,,,0.0025,,,,
932,,,0.0025,,,,
933,,,0.0025,,,,
934,,,0.0025,,,,
935,,,0.0025,,,,
936,,,0.0025,,,,
937,,,0.0025,,,,
938,,,0.0025,,,,
939,,,0.0025,,,,
940,,,0.0025,,,,
941,,,0.0025,,,,
942,,,0.0025,,,,
943,,,0.0025,,,,
944,,,0.0025,,,,
945,,,0.0025,,,,
946,,,0.0025,,,,
947,,,0.0025,,,,
948,,,0.0025,,,,
949,,,0.0025,,,,
950,,,0.0025,,,,
951,,,0.0025,,,,
952,,,0.0025,,,,
953,,,0.0025,,,,
954,,,0.0025,,,,
955,,,0.0025,,,,
956,,,0.0025,,,,
957,,,0.0025,,,,
958,,,0.0025,,,,
959,,,0.0025,,,,
960,,,0.0025,,,,
961,,,0.0025,,,,
962,,,0.0025,,,,
963,,,0.0025,,,,
964,,,0.0025,,,,
965,,,0.0025,,,,
966,,,0.0025,,,,
967,,,0.0025,,,,
968,,,0.0025,,,,
969,,,0.0025,,,,
970,,,0.0025,,,,
971,,,0.0025,,,,
972,,,0.0025,,,,
973,,,0.0025,,,,
974,,,0.0025,,,,
975,,,0.0025,,,,
976,,,0.0025,,,,
977,,,0.0025,,,,
978,,,0.0025,,,,
979,,,0.0025,,,,
980,,,0.0025,,,,
981,,,0.0025,,,,
982,,,0.0025,,,,
983,,,0.0025,,,,
984,,,0.0025,,,,
985,,,0.0025,,,,
986,,,0.0025,,,,
987,,,0.0025,,,,
988,,,0.0025,,,,
989,,,0.0025,,,,
990,,,0.0025,,,,
991,,,0.0025,,,,
992,,,0.0025,,,,
993,,,0.0025,,,,
994,,,0.0025,,,,
995,,,0.0025,,,,
996,,,0.0025,,,,
997,,,0.0025,,,,
998,,,0.0025,,,,
999,,,0.0025,,,,
1000,,,0.0025,,,,
1001,,,0.0025,,,,
1002,,,0.0025,,,,
1003,,,0.0025,,,,
1004,,,0.0025,,,,
1005,,,0.0025,,,,
1006,,,0.0025,,,,
1007,,,0.0025,,,,
1008,,,0.0025,,,,
1009,,,0.0025,,,,
1010,,,0.0025,,,,
1011,,,0.0025,,,,
1012,,,0.0025,,,,
1013,,,0.0025,,,,
1014,,,0.0025,,,,
1015,,,0.0025,,,,
1016,,,0.0025,,,,
1017,,,0.0025,,,,
1018,,,0.0025,,,,
1019,,,0.0025,,,,
1020,,,0.0025,,,,
1021,,,0.0025,,,,
1022,,,0.0025,,,,
1023,,,0.0025,,,,
1024,,,0.0025,,,,
1025,,,0.0025,,,,
1026,,,0.0025,,,,
1027,,,0.0025,,,,
1028,,,0.0025,,,,
1029,,,0.0025,,,,
1030,,,0.0025,,,,
1031,,,0.0025,,,,
1032,,,0.0025,,,,
1033,,,0.0025,,,,
1034,,,0.0025,,,,
1035,,,0.0025,,,,
1036,,,0.0025,,,,
1037,,,0.0025,,,,
1038,,,0.0025,,,,
1039,,,0.0025,,,,
1040,,,0.0025,,,,
1041,,,0.0025,,,,
1042,,,0.0025,,,,
1043,,,0.0025,,,,
1044,,,0.0025,,,,
1045,,,0.0025,,,,
1046,,,0.0025,,,,
1047,,,0.0025,,,,
1048,,,0.0025,,,,
1049,,,0.0025,,,,
1050,,,0.0025,,,,
1051,,,0.0025,,,,
1052,,,0.0025,,,,
1053,,,0.0025,,,,
1054,,,0.0025,,,,
1055,,,0.0025,,,,
1056,,,0.0025,,,,
1057,,,0.0025,,,,
1058,,,0.0025,,,,
1059,,,0.0025,,,,
1060,,,0.0025,,,,
1061,,,0.0025,,,,
1062,,,0.0025,,,,
1063,,,0.0025,,,,
1064,,,0.0025,,,,
1065,,,0.0025,,,,
1066,,,0.0025,,,,
1067,,,0.0025,,,,
1068,,,0.0025,,,,
1069,,,0.0025,,,,
1070,,,0.0025,,,,
1071,,,0.0025,,,,
1072,,,0.0025,,,,
1073,,,0.0025,,,,
1074,,,0.0025,,,,
1075,,,0.0025,,,,
1076,,,0.0025,,,,
1077,,,0.0025,,,,
1078,,,0.0025,,,,
1079,,,0.0025,,,,
1080,,,0.0025,,,,
1081,,,0.0025,,,,
1082,,,0.0025,,,,
1083,,,0.0025,,,,
1084,,,0.0025,,,,
1085,,,0.0025,,,,
1086,,,0.0025,,,,
1087,,,0.0025,,,,
1088,,,0.0025,,,,
1089,,,0.0025,,,,
1090,,,0.0025,,,,
1091,,,0.0025,,,,
1092,,,0.0025,,,,
1093,,,0.0025,,,,
1094,,,0.0025,,,,
1095,,,0.0025,,,,
1096,,,0.0025,,,,
1097,,,0.0025,,,,
1098,,,0.0025,,,,
1099,,,0.0025,,,,
1100,,,0.0025,,,,
1101,,,0.0025,,,,
1102,,,0.0025,,,,
1103,,,0.0025,,,,
1104,,,0.0025,,,,
1105,,,0.0025,,,,
1106,,,0.0025,,,,
1107,,,0.0025,,,,
1108,,,0.0025,,,,
1109,,,0.0025,,,,
1110,,,0.0025,,,,
1111,,,0.0025,,,,
1112,,,0.0025,,,,
1113,,,0.0025,,,,
1114,,,0.0025,,,,
1115,,,0.0025,,,,
1116,,,0.0025,,,,
1117,,,0.0025,,,,
1118,,,0.0025,,,,
1119,,,0.0025,,,,
1120,,,0.0025,,,,
1121,,,0.0025,,,,
1122,,,0.0025,,,,
1123,,,0.0025,,,,
1124,,,0.0025,,,,
1125,,,0.0025,,,,
1126,,,0.0025,,,,
1127,,,0.0025,,,,
1128,,,0.0025,,,,
1129,,,0.0025,,,,
1130,,,0.0025,,,,
1131,,,0.0025,,,,
1132,,,0.0025,,,,
1133,,,0.0025,,,,
1134,,,0.0025,,,,
1135,,,0.0025,,,,
1136,,,0.0025,,,,
1137,,,0.0025,,,,
1138,,,0.0025,,,,
1139,,,0.0025,,,,
1140,,,0.0025,,,,
1141,,,0.0025,,,,
1142,,,0.0025,,,,
1143,,,0.0025,,,,
1144,,,0.0025,,,,
1145,,,0.0025,,,,
1146,,,0.0025,,,,
1147,,,0.0025,,,,
1148,,,0.0025,,,,
1149,,,0.0025,,,,
1150,,,0.0025,,,,
1151,,,0.0025,,,,
1152,,,0.0025,,,,
1153,,,0.0025,,,,
1154,,,0.0025,,,,
1155,,,0.0025,,,,
1156,,,0.0025,,,,
1157,,,0.0025,,,,
1158,,,0.0025,,,,
1159,,,0.0025,,,,
1160,,,0.0025,,,,
1161,,,0.0025,,,,
1162,,,0.0025,,,,
1163,,,0.0025,,,,
1164,,,0.0025,,,,
1165,,,0.0025,,,,
1166,,,0.0025,,,,
1167,,,0.0025,,,,
1168,,,0.0025,,,,
1169,,,0.0025,,,,
1170,,,0.0025,,,,
1171,,,0.0025,,,,
1172,,,0.0025,,,,
1173,,,0.0025,,,,
1174,,,0.0025,,,,
1175,,,0.0025,,,,
1176,,,0.0025,,,,
1177,,,0.0025,,,,
1178,,,0.0025,,,,
1179,,,0.0025,,,,
1180,,,0.0025,,,,
1181,,,0.0025,,,,
1182,,,0.0025,,,,
1183,,,0.0025,,,,
1184,,,0.0025,,,,
1185,,,0.0025,,,,
1186,,,0.0025,,,,
1187,,,0.0025,,,,
1188,,,0.0025,,,,
1189,,,0.0025,,,,
1190,,,0.0025,,,,
1191,,,0.0025,,,,
1192,,,0.0025,,,,
1193,,,0.0025,,,,
1194,,,0.0025,,,,
1195,,,0.0025,,,,
1196,,,0.0025,,,,
1197,,,0.0025,,,,
1198,,,0.0025,,,,
1199,,,0.0025,,,,
1200,,,0.0025,,,,
1201,,,0.0025,,,,
1202,,,0.0025,,,,
1203,,,0.0025,,,,
1204,,,0.0025,,,,
1205,,,0.0025,,,,
1206,,,0.0025,,,,
1207,,,0.0025,,,,
1208,,,0.0025,,,,
1209,,,0.0025,,,,
1210,,,0.0025,,,,
1211,,,0.0025,,,,
1212,,,0.0025,,,,
1213,,,0.0025,,,,
1214,,,0.0025,,,,
1215,,,0.0025,,,,
1216,,,0.0025,,,,
1217,,,0.0025,,,,
1218,,,0.0025,,,,
1219,,,0.0025,,,,
1220,,,0.0025,,,,
1221,,,0.0025,,,,
1222,,,0.0025,,,,
1223,,,0.0025,,,,
1224,,,0.0025,,,,
1225,,,0.0025,,,,
1226,,,0.0025,,,,
1227,,,0.0025,,,,
1228,,,0.0025,,,,
1229,,,0.0025,,,,
1230,,,0.0025,,,,
1231,,,0.0025,,,,
1232,,,0.0025,,,,
1233,,,0.0025,,,,
1234,,,0.0025,,,,
1235,,,0.0025,,,,
1236,,,0.0025,,,,
1237,,,0.0025,,,,
1238,,,0.0025,,,,
1239,,,0.0025,,,,
1240,,,0.0025,,,,
1241,,,0.0025,,,,
1242,,,0.0025,,,,
1243,,,0.0025,,,,
1244,,,0.0025,,,,
1245,,,0.0025,,,,
1246,,,0.0025,,,,
1247,,,0.0025,,,,
1248,,,0.0025,,,,
1249,,,0.0025,,,,
1250,,,0.0025,,,,
1251,,,0.0025,,,,
1252,,,0.0025,,,,
1253,,,0.0025,,,,
1254,,,0.0025,,,,
1255,,,0.0025,,,,
1256,,,0.0025,,,,
1257,,,0.0025,,,,
1258,,,0.0025,,,,
1259,,,0.0025,,,,
1260,,,0.0025,,,,
1261,,,0.0025,,,,
1262,,,0.0025,,,,
1263,,,0.0025,,,,
1264,,,0.0025,,,,
1265,,,0.0025,,,,
1266,,,0.0025,,,,
1267,,,0.0025,,,,
1268,,,0.0025,,,,
1269,,,0.0025,,,,
1270,,,0.0025,,,,
1271,,,0.0025,,,,
1272,,,0.0025,,,,
1273,,,0.0025,,,,
1274,,,0.0025,,,,
1275,,,0.0025,,,,
1276,,,0.0025,,,,
1277,,,0.0025,,,,
1278,,,0.0025,,,,
1279,,,0.0025,,,,
1280,,,0.0025,,,,
1281,,,0.0025,,,,
1282,,,0.0025,,,,
1283,,,0.0025,,,,
1284,,,0.0025,,,,
1285,,,0.0025,,,,
1286,,,0.0025,,,,
1287,,,0.0025,,,,
1288,,,0.0025,,,,
1289,,,0.0025,,,,
1290,,,0.0025,,,,
1291,,,0.0025,,,,
1292,,,0.0025,,,,
1293,,,0.0025,,,,
1294,,,0.0025,,,,
1295,,,0.0025,,,,
1296,,,0.0025,,,,
1297,,,0.0025,,,,
1298,,,0.0025,,,,
1299,,,0.0025,,,,
1300,,,0.0025,,,,
1301,,,0.0025,,,,
1302,,,0.0025,,,,
1303,,,0.0025,,,,
1304,,,0.0025,,,,
1305,,,0.0025,,,,
1306,,,0.0025,,,,
1307,,,0.0025,,,,
1308,,,0.0025,,,,
1309,,,0.0025,,,,
1310,,,0.0025,,,,
1311,,,0.0025,,,,
1312,,,0.0025,,,,
1313,,,0.0025,,,,
1314,,,0.0025,,,,
1315,,,0.0025,,,,
1316,,,0.0025,,,,
1317,,,0.0025,,,,
1318,,,0.0025,,,,
1319,,,0.0025,,,,
1320,,,0.0025,,,,
1321,,,0.0025,,,,
1322,,,0.0025,,,,
1323,,,0.0025,,,,
1324,,,0.0025,,,,
1325,,,0.0025,,,,
1326,,,0.0025,,,,
1327,,,0.0025,,,,
1328,,,0.0025,,,,
1329,,,0.0025,,,,
1330,,,0.0025,,,,
1331,,,0.0025,,,,
1332,,,0.0025,,,,
1333,,,0.0025,,,,
1334,,,0.0025,,,,
1335,,,0.0025,,,,
1336,,,0.0025,,,,
1337,,,0.0025,,,,
1338,,,0.0025,,,,
1339,,,0.0025,,,,
1340,,,0.0025,,,,
1341,,,0.0025,,,,
1342,,,0.0025,,,,
1343,,,0.0025,,,,
1344,,,0.0025,,,,
1345,,,0.0025,,,,
1346,,,0.0025,,,,
1347,,,0.0025,,,,
1348,,,0.0025,,,,
1349,,,0.0025,,,,
1350,,,0.0025,,,,
1351,,,0.0025,,,,
1352,,,0.0025,,,,
1353,,,0.0025,,,,
1354,,,0.0025,,,,
1355,,,0.0025,,,,
1356,,,0.0025,,,,
1357,,,0.0025,,,,
1358,,,0.0025,,,,
1359,,,0.0025,,,,
1360,,,0.0025,,,,
1361,,,0.0025,,,,
1362,,,0.0025,,,,
1363,,,0.0025,,,,
1364,,,0.0025,,,,
1365,,,0.0025,,,,
1366,,,0.0025,,,,
1367,,,0.0025,,,,
1368,,,0.0025,,,,
1369,,,0.0025,,,,
1370,,,0.0025,,,,
1371,,,0.0025,,,,
1372,,,0.0025,,,,
1373,,,0.0025,,,,
1374,,,0.0025,,,,
1375,,,0.0025,,,,
1376,,,0.0025,,,,
1377,,,0.0025,,,,
1378,,,0.0025,,,,
1379,,,0.0025,,,,
1380,,,0.0025,,,,
1381,,,0.0025,,,,
1382,,,0.0025,,,,
1383,,,0.0025,,,,
1384,,,0.0025,,,,
1385,,,0.0025,,,,
1386,,,0.0025,,,,
1387,,,0.0025,,,,
1388,,,0.0025,,,,
1389,,,0.0025,,,,
1390,,,0.0025,,,,
1391,,,0.0025,,,,
1392,,,0.0025,,,,
1393,,,0.0025,,,,
1394,,,0.0025,,,,
1395,,,0.0025,,,,
1396,,,0.0025,,,,
1397,,,0.0025,,,,
1398,,,0.0025,,,,
1399,,,0.0025,,,,
1400,,,0.0025,,,,
1401,,,0.0025,,,,
1402,,,0.0025,,,,
1403,,,0.0025,,,,
1404,,,0.0025,,,,
1405,,,0.0025,,,,
1406,,,0.0025,,,,
1407,,,0.0025,,,,
1408,,,0.0025,,,,
1409,,,0.0025,,,,
1410,,,0.0025,,,,
1411,,,0.0025,,,,
1412,,,0.0025,,,,
1413,,,0.0025,,,,
1414,,,0.0025,,,,
1415,,,0.0025,,,,
1416,,,0.0025,,,,
1417,,,0.0025,,,,
1418,,,0.0025,,,,
1419,,,0.0025,,,,
1420,,,0.0025,,,,
1421,,,0.0025,,,,
1422,,,0.0025,,,,
1423,,,0.0025,,,,
1424,,,0.0025,,,,
1425,,,0.0025,,,,
1426,,,0.0025,,,,
1427,,,0.0025,,,,
1428,,,0.0025,,,,
1429,,,0.0025,,,,
1430,,,0.0025,,,,
1431,,,0.0025,,,,
1432,,,0.0025,,,,
1433,,,0.0025,,,,
1434,,,0.0025,,,,
1435,,,0.0025,,,,
1436,,,0.0025,,,,
1437,,,0.0025,,,,
1438,,,0.0025,,,,
1439,,,0.0025,,,,
1440,,,0.0025,,,,
1441,,,0.0025,,,,
1442,,,0.0025,,,,
1443,,,0.0025,,,,
1444,,,0.0025,,,,
1445,,,0.0025,,,,
1446,,,0.0025,,,,
1447,,,0.0025,,,,
1448,,,0.0025,,,,
1449,,,0.0025,,,,
1450,,,0.0025,,,,
1451,,,0.0025,,,,
1452,,,0.0025,,,,
1453,,,0.0025,,,,
1454,,,0.0025,,,,
1455,,,0.0025,,,,
1456,,,0.0025,,,,
1457,,,0.0025,,,,
1458,,,0.0025,,,,
1459,,,0.0025,,,,
1460,,,0.0025,,,,
1461,,,0.0025,,,,
1462,,,0.0025,,,,
1463,,,0.0025,,,,
1464,,,0.0025,,,,
1465,,,0.0025,,,,
1466,,,0.0025,,,,
1467,,,0.0025,,,,
1468,,,0.0025,,,,
1469,,,0.0025,,,,
1470,,,0.0025,,,,
1471,,,0.0025,,,,
1472,,,0.0025,,,,
1473,,,0.0025,,,,
1474,,,0.0025,,,,
1475,,,0.0025,,,,
1476,,,0.0025,,,,
1477,,,0.0025,,,,
1478,,,0.0025,,,,
1479,,,0.0025,,,,
1480,,,0.0025,,,,
1481,,,0.0025,,,,
1482,,,0.0025,,,,
1483,,,0.0025,,,,
1484,,,0.0025,,,,
1485,,,0.0025,,,,
1486,,,0.0025,,,,
1487,,,0.0025,,,,
1488,,,0.0025,,,,
1489,,,0.0025,,,,
1490,,,0.0025,,,,
1491,,,0.0025,,,,
1492,,,0.0025,,,,
1493,,,0.0025,,,,
1494,,,0.0025,,,,
1495,,,0.0025,,,,
1496,,,0.0025,,,,
1497,,,0.0025,,,,
1498,,,0.0025,,,,
1499,,,0.0025,,,,
1500,,,0.0025,,,,
1501,,,0.0025,,,,
1502,,,0.0025,,,,
1503,,,0.0025,,,,
1504,,,0.0025,,,,
1505,,,0.0025,,,,
1506,,,0.0025,,,,
1507,,,0.0025,,,,
1508,,,0.0025,,,,
1509,,,0.0025,,,,
1510,,,0.0025,,,,
1511,,,0.0025,,,,
1512,,,0.0025,,,,
1513,,,0.0025,,,,
1514,,,0.0025,,,,
1515,,,0.0025,,,,
1516,,,0.0025,,,,
1517,,,0.0025,,,,
1518,,,0.0025,,,,
1519,,,0.0025,,,,
1520,,,0.0025,,,,
1521,,,0.0025,,,,
1522,,,0.0025,,,,
1523,,,0.0025,,,,
1524,,,0.0025,,,,
1525,,,0.0025,,,,
1526,,,0.0025,,,,
1527,,,0.0025,,,,
1528,,,0.0025,,,,
1529,,,0.0025,,,,
1530,,,0.0025,,,,
1531,,,0.0025,,,,
1532,,,0.0025,,,,
1533,,,0.0025,,,,
1534,,,0.0025,,,,
1535,,,0.0025,,,,
1536,,,0.0025,,,,
1537,,,0.0025,,,,
1538,,,0.0025,,,,
1539,,,0.0025,,,,
1540,,,0.0025,,,,
1541,,,0.0025,,,,
1542,,,0.0025,,,,
1543,,,0.0025,,,,
1544,,,0.0025,,,,
1545,,,0.0025,,,,
1546,,,0.0025,,,,
1547,,,0.0025,,,,
1548,,,0.0025,,,,
1549,,,0.0025,,,,
1550,,,0.0025,,,,
1551,,,0.0025,,,,
1552,,,0.0025,,,,
1553,,,0.0025,,,,
1554,,,0.0025,,,,
1555,,,0.0025,,,,
1556,,,0.0025,,,,
1557,,,0.0025,,,,
1558,,,0.0025,,,,
1559,,,0.0025,,,,
1560,,,0.0025,,,,
1561,,,0.0025,,,,
1562,,,0.0025,,,,
1563,,,0.0025,,,,
1564,,,0.0025,,,,
1565,,,0.0025,,,,
1566,,,0.0025,,,,
1567,,,0.0025,,,,
1568,,,0.0025,,,,
1569,,,0.0025,,,,
1570,,,0.0025,,,,
1571,,,0.0025,,,,
1572,,,0.0025,,,,
1573,,,0.0025,,,,
1574,,,0.0025,,,,
1575,,,0.0025,,,,
1576,,,0.0025,,,,
1577,,,0.0025,,,,
1578,,,0.0025,,,,
1579,,,0.0025,,,,
1580,,,0.0025,,,,
1581,,,0.0025,,,,
1582,,,0.0025,,,,
1583,,,0.0025,,,,
1584,,,0.0025,,,,
1585,,,0.0025,,,,
1586,,,0.0025,,,,
1587,,,0.0025,,,,
1588,,,0.0025,,,,
1589,,,0.0025,,,,
1590,,,0.0025,,,,
1591,,,0.0025,,,,
1592,,,0.0025,,,,
1593,,,0.0025,,,,
1594,,,0.0025,,,,
1595,,,0.0025,,,,
1596,,,0.0025,,,,
1597,,,0.0025,,,,
1598,,,0.0025,,,,
1599,,,0.0025,,,,
1600,,,0.0025,,,,
1601,,,0.0025,,,,
1602,,,0.0025,,,,
1603,,,0.0025,,,,
1604,,,0.0025,,,,
1605,,,0.0025,,,,
1606,,,0.0025,,,,
1607,,,0.0025,,,,
1608,,,0.0025,,,,
1609,,,0.0025,,,,
1610,,,0.0025,,,,
1611,,,0.0025,,,,
1612,,,0.0025,,,,
1613,,,0.0025,,,,
1614,,,0.0025,,,,
1615,,,0.0025,,,,
1616,,,0.0025,,,,
1617,,,0.0025,,,,
1618,,,0.0025,,,,
1619,,,0.0025,,,,
1620,,,0.0025,,,,
1621,,,0.0025,,,,
1622,,,0.0025,,,,
1623,,,0.0025,,,,
1624,,,0.0025,,,,
1625,,,0.0025,,,,
1626,,,0.0025,,,,
1627,,,0.0025,,,,
1628,,,0.0025,,,,
1629,,,0.0025,,,,
1630,,,0.0025,,,,
1631,,,0.0025,,,,
1632,,,0.0025,,,,
1633,,,0.0025,,,,
1634,,,0.0025,,,,
1635,,,0.0025,,,,
1636,,,0.0025,,,,
1637,,,0.0025,,,,
1638,,,0.0025,,,,
1639,,,0.0025,,,,
1640,,,0.0025,,,,
1641,,,0.0025,,,,
1642,,,0.0025,,,,
1643,,,0.0025,,,,
1644,,,0.0025,,,,
1645,,,0.0025,,,,
1646,,,0.0025,,,,
1647,,,0.0025,,,,
1648,,,0.0025,,,,
1649,,,0.0025,,,,
1650,,,0.0025,,,,
1651,,,0.0025,,,,
1652,,,0.0025,,,,
1653,,,0.0025,,,,
1654,,,0.0025,,,,
1655,,,0.0025,,,,
1656,,,0.0025,,,,
1657,,,0.0025,,,,
1658,,,0.0025,,,,
1659,,,0.0025,,,,
1660,,,0.0025,,,,
1661,,,0.0025,,,,
1662,,,0.0025,,,,
1663,,,0.0025,,,,
1664,,,0.0025,,,,
1665,,,0.0025,,,,
1666,,,0.0025,,,,
1667,,,0.0025,,,,
1668,,,0.0025,,,,
1669,,,0.0025,,,,
1670,,,0.0025,,,,
1671,,,0.0025,,,,
1672,,,0.0025,,,,
1673,,,0.0025,,,,
1674,,,0.0025,,,,
1675,,,0.0025,,,,
1676,,,0.0025,,,,
1677,,,0.0025,,,,
1678,,,0.0025,,,,
1679,,,0.0025,,,,
1680,,,0.0025,,,,
1681,,,0.0025,,,,
1682,,,0.0025,,,,
1683,,,0.0025,,,,
1684,,,0.0025,,,,
1685,,,0.0025,,,,
1686,,,0.0025,,,,
1687,,,0.0025,,,,
1688,,,0.0025,,,,
1689,,,0.0025,,,,
1690,,,0.0025,,,,
1691,,,0.0025,,,,
1692,,,0.0025,,,,
1693,,,0.0025,,,,
1694,,,0.0025,,,,
1695,,,0.0025,,,,
1696,,,0.0025,,,,
1697,,,0.0025,,,,
1698,,,0.0025,,,,
1699,,,0.0025,,,,
1700,,,0.0025,,,,
1701,,,0.0025,,,,
1702,,,0.0025,,,,
1703,,,0.0025,,,,
1704,,,0.0025,,,,
1705,,,0.0025,,,,
1706,,,0.0025,,,,
1707,,,0.0025,,,,
1708,,,0.0025,,,,
1709,,,0.0025,,,,
1710,,,0.0025,,,,
1711,,,0.0025,,,,
1712,,,0.0025,,,,
1713,,,0.0025,,,,
1714,,,0.0025,,,,
1715,,,0.0025,,,,
1716,,,0.0025,,,,
1717,,,0.0025,,,,
1718,,,0.0025,,,,
1719,,,0.0025,,,,
1720,,,0.0025,,,,
1721,,,0.0025,,,,
1722,,,0.0025,,,,
1723,,,0.0025,,,,
1724,,,0.0025,,,,
1725,,,0.0025,,,,
1726,,,0.0025,,,,
1727,,,0.0025,,,,
1728,,,0.0025,,,,
1729,,,0.0025,,,,
1730,,,0.0025,,,,
1731,,,0.0025,,,,
1732,,,0.0025,,,,
1733,,,0.0025,,,,
1734,,,0.0025,,,,
1735,,,0.0025,,,,
1736,,,0.0025,,,,
1737,,,0.0025,,,,
1738,,,0.0025,,,,
1739,,,0.0025,,,,
1740,,,0.0025,,,,
1741,,,0.0025,,,,
1742,,,0.0025,,,,
1743,,,0.0025,,,,
1744,,,0.0025,,,,
1745,,,0.0025,,,,
1746,,,0.0025,,,,
1747,,,0.0025,,,,
