sep=;
Time (s);C=>6 R=>software revision level/none;C=>6 R=>faults/none;C=>6 R=>controller temperature/deg C;C=>6 R=>vehicle speed/km/hr;C=>6 R=>motor temperature/deg C;C=>6 R=>motor current/Amps;C=>6 R=>motor rpm/RPM;C=>6 R=>motor speed/% of rated rpm;C=>6 R=>battery voltage/Volts;C=>6 R=>battery current/Amps;C=>6 R=>battery state of charge/%;C=>6 R=>battery power/Watts;C=>6 R=>faults2/none;C=>6 R=>motor input power/W;C=>6 R=>last fault2/none;C=>6 R=>user access level/none
4.9809233;5.838;0;39;2.55859375;0;32.34375;265;14.306640625;71.8125;2.96875;100;214;0;204;0;0
5.1174381;5.838;0;39;2.54296875;0;32.34375;265;14.306640625;71.8125;2.96875;100;214;0;204;0;0
5.2510898;5.838;0;39;2.54296875;0;32.34375;265;14.306640625;71.8125;2.96875;100;214;0;204;0;0
5.3853867;5.838;0;39;2.54296875;0;32.34375;264;14.306640625;71.8125;2.9375;100;214;0;204;0;0
5.5155537;5.838;0;39;2.55078125;0;32.34375;264;14.306640625;71.8125;2.9375;100;214;0;204;0;0
5.6555584;5.838;0;39;2.55078125;0;32.34375;265;14.306640625;71.8125;2.9375;100;214;0;204;0;0
5.8055752;5.838;0;39;2.5546875;0;32.34375;266;14.306640625;71.8125;2.9375;100;214;0;204;0;0
5.9653973;5.838;0;39;2.55859375;0;32.34375;265;14.306640625;71.8125;2.9375;100;214;0;204;0;0
6.1315669;5.838;0;39;2.55078125;0;32.34375;266;14.306640625;71.8125;2.9375;100;214;0;204;0;0
6.2667383;5.838;0;39;2.5546875;0;32.34375;265;14.306640625;71.8125;2.9375;100;214;0;204;0;0
6.3967448;5.838;0;39;2.54296875;0;32.34375;265;14.306640625;71.8125;2.9375;100;214;0;204;0;0
6.5587178;5.838;0;39;2.5546875;0;32.34375;265;14.306640625;71.8125;2.9375;100;214;0;204;0;0
6.6988946;5.838;0;39;2.5546875;0;32.34375;266;14.306640625;71.8125;2.9375;100;214;0;204;0;0
6.8413893;5.838;0;39;2.55078125;0;32.34375;266;14.306640625;71.8125;2.9375;100;214;0;205;0;0
6.967728;5.838;0;39;2.55078125;0;32.34375;265;14.306640625;71.8125;2.9375;100;215;0;205;0;0
7.1079208;5.838;0;39;2.55859375;0;32.28125;265;14.3310546875;71.8125;2.9375;100;215;0;205;0;0
7.23795;5.838;0;39;2.54296875;0;32.28125;267;14.3310546875;71.8125;2.9375;100;215;0;205;0;0
7.370178;5.838;0;39;2.55859375;0;32.28125;265;14.3310546875;71.8125;2.9375;100;215;0;205;0;0
7.5127238;5.838;0;39;2.55859375;0;32.28125;265;14.3310546875;71.8125;2.9375;100;215;0;205;0;0
7.6427223;5.838;0;39;2.55859375;0;32.28125;265;14.3310546875;71.8125;2.9375;100;215;0;205;0;0
7.7729013;5.838;0;39;2.5546875;0;32.28125;265;14.3310546875;71.8125;2.9375;100;215;0;205;0;0
7.8929285;5.838;0;39;2.5546875;0;32.28125;265;14.3310546875;71.8125;2.9375;100;215;0;205;0;0
8.0529304;5.838;0;39;2.55078125;0;32.28125;265;14.3310546875;71.8125;2.9375;100;215;0;205;0;0
8.2129108;5.838;0;39;2.54296875;0;32.28125;264;14.3310546875;71.8125;2.9375;100;215;0;205;0;0
8.3729765;5.838;0;39;2.54296875;0;32.28125;266;14.3310546875;71.8125;2.9375;100;215;0;205;0;0
8.5329117;5.838;0;39;2.5390625;0;32.28125;265;14.3310546875;71.8125;2.9375;100;215;0;205;0;0
8.6927579;5.838;0;39;2.55859375;0;32.28125;266;14.3310546875;71.8125;2.9375;100;215;0;205;0;0
8.8228457;5.838;0;39;2.55859375;0;32.28125;266;14.3310546875;71.8125;2.9375;100;215;0;204;0;0
8.962833;5.838;0;39;2.5546875;0;32.28125;266;14.3310546875;71.8125;2.9375;100;211;0;204;0;0
9.0927231;5.838;0;39;2.5546875;0;32.28125;264;14.3310546875;71.8125;2.9375;100;211;0;204;0;0
9.2228934;5.838;0;39;2.55078125;0;32.4375;264;14.3310546875;71.8125;2.9375;100;211;0;204;0;0
9.3629502;5.838;0;39;2.5546875;0;32.4375;264;14.3310546875;71.8125;2.9375;100;211;0;204;0;0
9.4918992;5.838;0;39;2.5546875;0;32.4375;266;14.3310546875;71.8125;3;100;211;0;204;0;0
9.6320844;5.838;0;39;2.54296875;0;32.4375;266;14.3310546875;71.8125;3;100;211;0;204;0;0
9.7620803;5.838;0;39;2.54296875;0;32.4375;265;14.3310546875;71.8125;3;100;211;0;204;0;0
9.9220939;5.838;0;39;2.5390625;0;32.4375;265;14.3310546875;71.8125;3;100;211;0;204;0;0
10.061959;5.838;0;39;2.5390625;0;32.4375;265;14.3310546875;71.8125;3;100;211;0;204;0;0
10.2021048;5.838;0;39;2.5546875;0;32.4375;265;14.3310546875;71.8125;3;100;211;0;204;0;0
10.3121131;5.838;0;39;2.5546875;0;32.4375;265;14.3310546875;71.8125;3;100;211;0;204;0;0
10.4721088;5.838;0;39;2.55078125;0;32.4375;264;14.3310546875;71.8125;3;100;211;0;204;0;0
10.6319265;5.838;0;39;2.54296875;0;32.4375;266;14.3310546875;71.8125;3;100;211;0;204;0;0
10.7719597;5.838;0;39;2.5546875;0;32.4375;264;14.3310546875;71.8125;3;100;211;0;204;0;0
10.9121263;5.838;0;39;2.53515625;0;32.4375;264;14.3310546875;71.8125;3;100;211;0;205;0;0
11.0421226;5.838;0;39;2.53515625;0;32.4375;264;14.3310546875;71.8125;3;100;212;0;205;0;0
11.182085;5.838;0;39;2.53515625;0;32.40625;266;14.2578125;71.8125;3;100;212;0;205;0;0
11.312151;5.838;0;39;2.54296875;0;32.40625;264;14.2578125;71.8125;3;100;212;0;205;0;0
11.4520799;5.838;0;39;2.54296875;0;32.40625;264;14.2578125;71.8125;3;100;212;0;205;0;0
11.5819004;5.838;0;39;2.5625;0;32.40625;264;14.2578125;71.8125;3;100;212;0;205;0;0
11.7220863;5.838;0;39;2.5625;0;32.40625;265;14.2578125;71.8125;3;100;212;0;205;0;0
11.8521114;5.838;0;38;2.54296875;0;32.40625;265;14.2578125;71.8125;3;100;212;0;205;0;0
12.0021034;5.838;0;38;2.54296875;0;32.40625;264;14.2578125;71.8125;3;100;212;0;205;0;0
12.1620911;5.838;0;38;2.54296875;0;32.40625;265;14.2578125;71.8125;3;100;212;0;205;0;0
12.3120828;5.838;0;38;2.55078125;0;32.40625;265;14.2578125;71.8125;3;100;212;0;205;0;0
12.4519001;5.838;0;38;2.55078125;0;32.40625;266;14.2578125;71.8125;3;100;212;0;205;0;0
12.5821068;5.838;0;38;2.53515625;0;32.40625;266;14.2578125;71.8125;3;100;212;0;205;0;0
12.6921358;5.838;0;38;2.53515625;0;32.40625;266;14.2578125;71.8125;3;100;212;0;205;0;0
12.8520877;5.838;0;38;2.53515625;0;32.40625;265;14.2578125;71.8125;3;100;212;0;205;0;0
12.9920181;5.838;0;38;2.5546875;0;32.40625;264;14.2578125;71.8125;3;100;212;0;205;0;0
13.1221263;5.838;0;38;2.5546875;0;32.40625;264;14.2578125;71.8125;3;100;212;0;204;0;0
13.2618995;5.838;0;38;2.5546875;0;32.40625;264;14.2578125;71.8125;3;100;212;0;204;0;0
13.3920628;5.838;0;38;2.5546875;0;32.28125;264;14.2578125;71.8125;3;100;217;0;204;0;0
13.5319016;5.838;0;38;2.5546875;0;32.28125;265;14.2822265625;71.8125;3;100;217;0;204;0;0
13.6620755;5.838;0;38;2.54296875;0;32.28125;265;14.2822265625;71.8125;3;100;217;0;204;0;0
13.7921301;5.838;0;38;2.54296875;0;32.28125;265;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
13.9218988;5.838;0;38;2.54296875;0;32.28125;264;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
14.05208;5.838;0;38;2.55078125;0;32.28125;264;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
14.1920814;5.838;0;38;2.55078125;0;32.28125;264;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
14.3019066;5.838;0;38;2.5390625;0;32.28125;265;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
14.4121143;5.838;0;38;2.5390625;0;32.28125;265;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
14.5721089;5.838;0;38;2.5390625;0;32.28125;264;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
14.7320846;5.838;0;38;2.5390625;0;32.28125;265;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
14.8719037;5.838;0;38;2.55078125;0;32.28125;265;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
15.0119117;5.838;0;38;2.5546875;0;32.28125;265;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
15.1121197;5.838;0;38;2.5546875;0;32.28125;265;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
15.2519005;5.838;0;38;2.53125;0;32.28125;265;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
15.3821433;5.838;0;38;2.55078125;0;32.28125;265;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
15.5219376;5.838;0;38;2.55078125;0;32.28125;264;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
15.6520747;5.838;0;38;2.55078125;0;32.3125;264;14.2822265625;71.8125;2.9375;100;217;0;204;0;0
15.7919346;5.838;0;38;2.55078125;0;32.3125;264;14.2578125;71.8125;2.9375;100;217;0;204;0;0
15.9219065;5.838;0;38;2.5390625;0;32.3125;265;14.2578125;71.8125;2.9375;100;217;0;204;0;0
16.0619017;5.838;0;38;2.5390625;0;32.3125;265;14.2578125;71.8125;3;100;217;0;204;0;0
16.1920946;5.838;0;38;2.5390625;0;32.3125;265;14.2578125;71.8125;3;100;217;0;204;0;0
16.3219144;5.838;0;38;2.5390625;0;32.3125;264;14.2578125;71.8125;3;100;217;0;204;0;0
16.5020761;5.838;0;38;2.54296875;0;32.3125;265;14.2578125;71.8125;3;100;217;0;204;0;0
16.6621094;5.838;0;38;2.55078125;0;32.3125;264;14.2578125;71.8125;3;100;217;0;204;0;0
16.8221288;5.838;0;38;2.53515625;0;32.3125;265;14.2578125;71.8125;3;100;217;0;204;0;0
16.9820997;5.838;0;38;2.5390625;0;32.3125;265;14.2578125;71.8125;3;100;217;0;204;0;0
17.1419539;5.838;0;38;2.53515625;0;32.3125;264;14.2578125;71.8125;3;100;217;0;204;0;0
17.2721468;5.838;0;38;2.5546875;0;32.3125;264;14.2578125;71.8125;3;100;217;0;204;0;0
17.4119053;5.838;0;38;2.5546875;0;32.3125;264;14.2578125;71.8125;3;100;217;0;204;0;0
17.5420818;5.838;0;38;2.5390625;0;32.3125;264;14.2578125;71.8125;3;100;217;0;207;0;0
17.6807554;5.838;0;38;2.5390625;0;32.3125;264;14.2578125;71.8125;3;100;212;0;207;0;0
17.8107853;5.838;0;38;2.5390625;0;32.34375;264;14.2578125;71.8125;3;100;212;0;207;0;0
17.9509388;5.838;0;38;2.53515625;0;32.34375;264;14.2578125;71.8125;3;100;212;0;207;0;0
18.0809646;5.838;0;38;2.53515625;0;32.34375;265;14.2578125;71.8125;2.9375;100;212;0;207;0;0
18.2108657;5.838;0;38;2.54296875;0;32.34375;265;14.2578125;71.8125;2.9375;100;212;0;207;0;0
18.3507472;5.838;0;38;2.54296875;0;32.34375;264;14.2578125;71.8125;2.9375;100;212;0;207;0;0
18.4809499;5.838;0;38;2.54296875;0;32.34375;264;14.2578125;71.8125;2.9375;100;212;0;207;0;0
18.6209353;5.838;0;38;2.53125;0;32.34375;265;14.2578125;71.8125;2.9375;100;212;0;207;0;0
18.730965;5.838;0;38;2.53125;0;32.34375;264;14.2578125;71.8125;2.9375;100;212;0;207;0;0
18.8907704;5.838;0;38;2.53515625;0;32.34375;264;14.2578125;71.8125;2.9375;100;212;0;207;0;0
19.0509699;5.838;0;38;2.54296875;0;32.34375;265;14.2578125;71.8125;2.9375;100;212;0;207;0;0
19.2309366;5.838;0;38;2.54296875;0;32.34375;265;14.2578125;71.8125;2.9375;100;212;0;207;0;0
19.3707524;5.838;0;38;2.54296875;0;32.34375;265;14.2578125;71.8125;2.9375;100;212;0;207;0;0
19.5009223;5.838;0;38;2.5390625;0;32.34375;265;14.2578125;71.8125;2.9375;100;212;0;205;0;0
19.640981;5.838;0;38;2.5390625;0;32.34375;265;14.2578125;71.8125;2.9375;100;215;0;205;0;0
19.7707512;5.838;0;38;2.5390625;0;32.34375;264;14.2578125;71.8125;2.9375;100;215;0;205;0;0
19.9107511;5.838;0;38;2.5390625;0;32.34375;265;14.208984375;71.8125;2.9375;100;215;0;205;0;0
20.0409848;5.838;0;38;2.5390625;0;32.34375;265;14.208984375;71.8125;2.9375;100;215;0;205;0;0
20.1709286;5.838;0;38;2.5390625;0;32.34375;264;14.208984375;71.8125;2.96875;100;215;0;205;0;0
20.3093904;5.838;0;38;2.5390625;0;32.34375;264;14.208984375;71.8125;2.96875;100;215;0;205;0;0
20.4493929;5.838;0;38;2.5390625;0;32.34375;265;14.208984375;71.8125;2.96875;100;215;0;205;0;0
20.5995859;5.838;0;38;2.53125;0;32.34375;266;14.208984375;71.8125;2.96875;100;215;0;205;0;0
20.752538;5.838;0;38;2.55078125;0;32.34375;264;14.208984375;71.8125;2.96875;100;215;0;205;0;0
20.8923928;5.838;0;38;2.53515625;0;32.34375;265;14.208984375;71.8125;2.96875;100;215;0;205;0;0
21.0225576;5.838;0;38;2.5546875;0;32.34375;265;14.208984375;71.8125;2.96875;100;215;0;205;0;0
21.1325264;5.838;0;38;2.5546875;0;32.34375;265;14.208984375;71.8125;2.96875;100;215;0;205;0;0
21.2825286;5.838;0;38;2.55078125;0;32.34375;265;14.208984375;71.8125;2.96875;100;215;0;205;0;0
21.4324572;5.838;0;38;2.55078125;0;32.34375;265;14.208984375;71.8125;2.96875;100;215;0;205;0;0
21.560656;5.838;0;38;2.5390625;0;32.34375;265;14.208984375;71.8125;2.96875;100;215;0;205;0;0
21.6949846;5.838;0;38;2.5390625;0;32.34375;264;14.208984375;71.8125;2.96875;100;215;0;204;0;0
21.8351943;5.838;0;38;2.53515625;0;32.34375;264;14.208984375;71.8125;2.96875;100;215;0;204;0;0
21.9650265;5.838;0;38;2.53515625;0;32.375;264;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
22.1052168;5.838;0;38;2.5390625;0;32.375;264;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
22.2349815;5.838;0;38;2.5390625;0;32.375;266;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
22.3651992;5.838;0;38;2.5390625;0;32.375;266;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
22.5051926;5.838;0;38;2.54296875;0;32.375;266;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
22.6350755;5.838;0;38;2.54296875;0;32.375;265;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
22.7951485;5.838;0;38;2.53125;0;32.375;264;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
22.9451872;5.838;0;38;2.5390625;0;32.375;264;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
23.105184;5.838;0;38;2.5390625;0;32.375;265;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
23.2651757;5.838;0;38;2.53515625;0;32.375;264;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
23.405021;5.838;0;38;2.5390625;0;32.375;265;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
23.5351727;5.838;0;38;2.53515625;0;32.375;265;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
23.6851647;5.838;0;38;2.54296875;0;32.375;265;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
23.8250243;5.838;0;38;2.54296875;0;32.375;264;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
23.955189;5.838;0;38;2.5390625;0;32.375;264;14.1845703125;71.8125;2.96875;100;215;0;204;0;0
24.0951763;5.838;0;38;2.5390625;0;32.28125;264;14.1845703125;71.8125;2.96875;100;214;0;204;0;0
24.2249986;5.838;0;38;2.54296875;0;32.28125;265;14.306640625;71.8125;2.96875;100;214;0;204;0;0
24.3552039;5.838;0;38;2.5390625;0;32.28125;264;14.306640625;71.8125;2.96875;100;214;0;204;0;0
24.49519;5.838;0;38;2.5390625;0;32.28125;264;14.306640625;71.8125;3;100;214;0;204;0;0
24.6251035;5.838;0;38;2.53125;0;32.28125;264;14.306640625;71.8125;3;100;214;0;204;0;0
24.7651695;5.838;0;38;2.53125;0;32.28125;263;14.306640625;71.8125;3;100;214;0;204;0;0
24.8950279;5.838;0;38;2.5390625;0;32.28125;263;14.306640625;71.8125;3;100;214;0;204;0;0
25.0051846;5.838;0;38;2.5390625;0;32.28125;264;14.306640625;71.8125;3;100;214;0;204;0;0
25.1651763;5.838;0;38;2.53515625;0;32.28125;264;14.306640625;71.8125;3;100;214;0;204;0;0
25.3251862;5.838;0;38;2.54296875;0;32.28125;264;14.306640625;71.8125;3;100;214;0;204;0;0
25.4852122;5.838;0;38;2.5390625;0;32.28125;264;14.306640625;71.8125;3;100;214;0;204;0;0
25.6451765;5.838;0;38;2.53515625;0;32.28125;264;14.306640625;71.8125;3;100;214;0;204;0;0
25.7849829;5.838;0;38;2.53125;0;32.28125;265;14.306640625;71.8125;3;100;214;0;204;0;0
25.9151615;5.838;0;38;2.54296875;0;32.28125;265;14.306640625;71.8125;3;100;214;0;204;0;0
26.0451654;5.838;0;38;2.54296875;0;32.28125;264;14.306640625;71.8125;3;100;214;0;204;0;0
26.1852139;5.838;0;38;2.53515625;0;32.28125;264;14.306640625;71.8125;3;100;214;0;202;0;0
26.3151654;5.838;0;38;2.53515625;0;32.28125;265;14.306640625;71.8125;3;100;212;0;202;0;0
26.4551387;5.838;0;38;2.53125;0;32.25;265;14.306640625;71.8125;3;100;212;0;202;0;0
26.5921407;5.838;0;38;2.53125;0;32.25;264;14.2333984375;71.8125;3;100;212;0;202;0;0
26.7223248;5.838;0;38;2.53515625;0;32.25;264;14.2333984375;71.8125;3;100;212;0;202;0;0
26.8621122;5.838;0;38;2.53515625;0;32.25;264;14.2333984375;71.8125;3;100;212;0;202;0;0
26.9923127;5.838;0;38;2.53515625;0;32.25;264;14.2333984375;71.8125;3;100;212;0;202;0;0
27.1222875;5.838;0;38;2.5390625;0;32.25;264;14.2333984375;71.8125;3;100;212;0;202;0;0
27.232958;5.838;0;38;2.5390625;0;32.25;264;14.2333984375;71.8125;3;100;212;0;202;0;0
27.4129487;5.838;0;38;2.5390625;0;32.25;265;14.2333984375;71.8125;3;100;212;0;202;0;0
27.5730024;5.838;0;38;2.53515625;0;32.25;264;14.2333984375;71.8125;3;100;212;0;202;0;0
27.7329601;5.838;0;38;2.52734375;0;32.25;264;14.2333984375;71.8125;3;100;212;0;202;0;0
27.8875346;5.838;0;38;2.55078125;0;32.25;265;14.2333984375;71.8125;3;100;212;0;202;0;0
28.035715;5.838;0;38;2.53125;0;32.25;264;14.2333984375;71.8125;3;100;212;0;202;0;0
28.1757102;5.838;0;38;2.53515625;0;32.25;265;14.2333984375;71.8125;3;100;212;0;202;0;0
28.305755;5.838;0;38;2.53515625;0;32.25;265;14.2333984375;71.8125;3;100;212;0;202;0;0
28.4457221;5.838;0;38;2.53515625;0;32.25;265;14.2333984375;71.8125;3;100;212;0;202;0;0
28.5755551;5.838;0;38;2.53515625;0;32.25;265;14.2333984375;71.8125;3;100;215;0;202;0;0
28.7057151;5.838;0;38;2.5390625;0;32.3125;265;14.2333984375;71.8125;3;100;215;0;202;0;0
28.8457001;5.838;0;38;2.5390625;0;32.3125;264;14.208984375;71.8125;3;100;215;0;202;0;0
28.9801421;5.838;0;38;2.5390625;0;32.3125;264;14.208984375;71.8125;2.9375;100;215;0;202;0;0
29.110324;5.838;0;38;2.52734375;0;32.3125;264;14.208984375;71.8125;2.9375;100;215;0;202;0;0
29.2401416;5.838;0;38;2.52734375;0;32.3125;264;14.208984375;71.8125;2.9375;100;215;0;202;0;0
29.4003295;5.838;0;38;2.54296875;0;32.3125;265;14.208984375;71.8125;2.9375;100;215;0;202;0;0
29.5403215;5.838;0;38;2.5390625;0;32.3125;265;14.208984375;71.8125;2.9375;100;215;0;202;0;0
29.6703506;5.838;0;38;2.5390625;0;32.3125;264;14.208984375;71.8125;2.9375;100;215;0;202;0;0
29.7803326;5.838;0;38;2.5390625;0;32.3125;265;14.208984375;71.8125;2.9375;100;215;0;202;0;0
29.9403272;5.838;0;38;2.53515625;0;32.3125;265;14.208984375;71.8125;2.9375;100;215;0;202;0;0
30.0903298;5.838;0;38;2.53515625;0;32.3125;264;14.208984375;71.8125;2.9375;100;215;0;202;0;0
30.2501442;5.838;0;38;2.5390625;0;32.3125;264;14.208984375;71.8125;2.9375;100;215;0;202;0;0
30.3801434;5.838;0;38;2.5390625;0;32.3125;264;14.208984375;71.8125;2.9375;100;215;0;202;0;0
30.5103636;5.838;0;38;2.53125;0;32.3125;264;14.208984375;71.8125;2.9375;100;215;0;205;0;0
30.6502345;5.838;0;38;2.53125;0;32.3125;264;14.208984375;71.8125;2.9375;100;212;0;205;0;0
30.7802771;5.838;0;38;2.52734375;0;32.4375;264;14.208984375;71.8125;2.9375;100;212;0;205;0;0
30.9202625;5.838;0;38;2.52734375;0;32.4375;264;14.2822265625;71.8125;2.9375;100;212;0;205;0;0
31.0501757;5.838;0;38;2.52734375;0;32.4375;264;14.2822265625;71.8125;2.9375;100;212;0;205;0;0
31.1902216;5.838;0;38;2.5390625;0;32.4375;264;14.2822265625;71.8125;2.96875;100;212;0;205;0;0
31.3201767;5.838;0;38;2.5390625;0;32.4375;264;14.2822265625;71.8125;2.96875;100;212;0;205;0;0
31.4801596;5.838;0;38;2.5390625;0;32.4375;264;14.2822265625;71.8125;2.96875;100;212;0;205;0;0
31.6330756;5.838;0;38;2.53515625;0;32.4375;264;14.2822265625;71.8125;2.96875;100;212;0;205;0;0
31.7807848;5.838;0;38;2.5390625;0;32.4375;265;14.2822265625;71.8125;2.96875;100;212;0;205;0;0
31.9271691;5.838;0;38;2.5390625;0;32.4375;264;14.2822265625;71.8125;2.96875;100;212;0;205;0;0
32.0669991;5.838;0;38;2.53515625;0;32.4375;263;14.2822265625;71.8125;2.96875;100;212;0;205;0;0
32.2007395;5.838;0;38;2.53515625;0;32.4375;263;14.2822265625;71.8125;2.96875;100;212;0;205;0;0
32.3122571;5.838;0;38;2.53515625;0;32.4375;265;14.2822265625;71.8125;2.96875;100;212;0;205;0;0
32.4689164;5.838;0;38;2.53125;0;32.4375;264;14.2822265625;71.8125;2.96875;100;212;0;205;0;0
32.60347;5.838;0;38;2.5390625;0;32.4375;264;14.2822265625;71.8125;2.96875;100;212;0;205;0;0
32.7498281;5.838;0;38;2.5390625;0;32.4375;263;14.2822265625;71.8125;2.96875;100;212;0;201;0;0
32.8892763;5.838;0;38;2.53125;0;32.4375;263;14.2822265625;71.8125;2.96875;100;214;0;201;0;0
33.0234649;5.838;0;38;2.53125;0;32.40625;263;14.1845703125;71.8125;2.96875;100;214;0;201;0;0
33.1537762;5.838;0;38;2.5390625;0;32.40625;264;14.1845703125;71.8125;2.96875;100;214;0;201;0;0
33.2878058;5.838;0;38;2.54296875;0;32.40625;264;14.1845703125;71.8125;2.96875;100;214;0;201;0;0
33.4229053;5.838;0;38;2.53515625;0;32.40625;264;14.1845703125;71.8125;3;100;214;0;201;0;0
