sep=;
Time (s);C=>6 R=>software revision level/none;C=>6 R=>faults/none;C=>6 R=>controller temperature/deg C;C=>6 R=>vehicle speed/km/hr;C=>6 R=>motor temperature/deg C;C=>6 R=>motor current/Amps;C=>6 R=>motor rpm/RPM;C=>6 R=>motor speed/% of rated rpm;C=>6 R=>battery voltage/Volts;C=>6 R=>battery current/Amps;C=>6 R=>battery state of charge/%;C=>6 R=>battery power/Watts;C=>6 R=>faults2/none;C=>6 R=>motor input power/W;C=>6 R=>last fault2/none;C=>6 R=>user access level/none
7.8728051;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
8.0126847;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
8.1225963;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
8.2326344;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
8.3326346;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
8.4727976;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
8.5827857;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
8.6927812;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
8.8028025;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
8.9126368;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
9.0227749;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
9.1427598;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
9.2527808;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
9.3626358;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
9.462807;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
9.5726023;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
9.6826025;5.838;0;31;0;0;0.09375;0;0;71.4375;0;100;0;0;0;0;0
9.792638;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
9.902713;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
10.0125994;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
10.1227393;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
10.2326009;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
10.3427911;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
10.4528029;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
10.5726435;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
10.7025964;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
10.8127804;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
10.9325979;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
11.0426017;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
11.1426333;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
11.252597;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
11.3625975;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
11.4726382;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
11.5926399;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
11.702635;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
11.8125987;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
11.9425961;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
12.0427221;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
12.1925989;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
12.3026042;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
12.4328251;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
12.5425985;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
12.6525994;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
12.7628045;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
12.8725983;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
12.9828206;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
13.0925965;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
13.2025982;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
13.3026337;5.838;0;31;0;0;0.0625;0;0;71.4375;0;100;0;0;0;0;0
13.4125993;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
13.5425966;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
13.6725991;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
13.8126575;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
13.9226019;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
14.0326072;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
14.1426001;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
14.2525992;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
14.3627802;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
14.4728071;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
14.5826391;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
14.692631;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
14.8025998;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
14.9125996;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
15.022633;5.838;0;31;0;0;0.03125;0;0;71.4375;0;100;0;0;0;0;0
15.1326328;5.838;0;31;0;0;0.9375;0;0.3173828125;71.4375;0;100;0;0;0;0;0
15.2627706;5.838;0;31;2.25390625;0;0.9375;46;0.3173828125;71.4375;0;100;0;0;0;0;0
15.3688276;5.838;0;31;2.79296875;0;0.9375;46;0.3173828125;71.4375;0.59375;100;0;0;0;0;0
15.4788588;5.838;0;31;2.79296875;0;0.9375;117;0.3173828125;71.4375;0.59375;100;0;0;0;0;0
15.5888291;5.838;0;31;5.58984375;0;0.9375;117;0.3173828125;71.28125;0.59375;100;0;0;0;0;0
15.6988643;5.838;0;31;6.42578125;0;0.9375;151;0.3173828125;71.28125;0.59375;100;0;0;0;0;0
15.8290283;5.838;0;31;6.42578125;0;0.9375;151;0.3173828125;71.28125;0.59375;100;0;0;0;0;0
15.948828;5.838;0;31;7.63671875;0;0.9375;185;0.3173828125;71.28125;0.59375;100;0;0;0;0;0
16.0588271;5.838;0;31;7.78515625;0;0.9375;188;0.3173828125;71.28125;0.59375;100;0;0;0;0;0
16.1688277;5.838;0;31;7.91796875;0;0.9375;191;0.3173828125;71.28125;0.59375;100;0;0;0;0;0
16.2788636;5.838;0;31;7.9375;0;0.9375;193;0.3173828125;71.28125;0.59375;100;0;0;0;0;0
16.3890137;5.838;0;31;7.953125;0;0.9375;192;0.3173828125;71.28125;0.59375;100;0;0;0;0;0
16.4988669;5.838;0;31;7.9375;0;0.9375;193;0.3173828125;71.28125;0.59375;100;0;0;0;0;0
16.6290649;5.838;0;31;7.9375;0;0.9375;194;0.3173828125;71.28125;0.59375;100;0;0;0;0;0
16.7388273;5.838;0;31;7.9921875;0;0.9375;194;0.3173828125;71.28125;0.59375;100;0;0;160;0;0
16.8390145;5.838;0;31;7.97265625;0;32.3125;193;0.3173828125;71.28125;0.59375;100;167;0;160;0;0
16.9588277;5.838;0;31;8.01171875;0;32.3125;193;10.4736328125;71.28125;0.59375;100;167;0;160;0;0
17.0588293;5.838;0;31;7.953125;0;32.3125;194;10.4736328125;71.28125;0.59375;100;167;0;160;0;0
17.1990062;5.838;0;31;7.9921875;0;32.3125;194;10.4736328125;71.28125;2.28125;100;167;0;160;0;0
17.3088295;5.838;0;31;8.02734375;0;32.3125;194;10.4736328125;71.21875;2.28125;100;167;0;160;0;0
17.4190193;5.838;0;31;8.01171875;0;32.3125;194;10.4736328125;71.21875;2.28125;100;167;0;160;0;0
17.5288321;5.838;0;31;8.01171875;0;32.3125;195;10.4736328125;71.21875;2.28125;100;167;0;160;0;0
17.7490341;5.838;0;31;7.953125;0;32.3125;195;10.4736328125;71.21875;2.28125;100;167;0;160;0;0
17.8788649;5.838;0;31;7.9375;0;32.3125;194;10.4736328125;71.21875;2.28125;100;167;0;160;0;0
17.9988359;5.838;0;31;7.97265625;0;32.3125;194;10.4736328125;71.21875;2.28125;100;167;0;160;0;0
18.1079638;5.838;0;31;7.9921875;0;32.3125;193;10.4736328125;71.21875;2.28125;100;167;0;160;0;0
18.2196663;5.838;0;31;8.01171875;0;32.3125;193;10.4736328125;71.21875;2.28125;100;167;0;160;0;0
18.3291224;5.838;0;31;7.9921875;0;32.3125;194;10.4736328125;71.21875;2.28125;100;167;0;160;0;0
18.4492784;5.838;0;31;7.953125;0;32.3125;193;10.4736328125;71.21875;2.28125;100;167;0;154;0;0
18.5690737;5.838;0;31;7.953125;0;32.3125;193;10.4736328125;71.21875;2.28125;100;163;0;154;0;0
18.6690753;5.838;0;31;7.953125;0;32.59375;193;10.400390625;71.21875;2.28125;100;163;0;154;0;0
18.7791098;5.838;0;31;7.953125;0;32.59375;193;10.400390625;71.21875;2.28125;100;163;0;154;0;0
18.8890761;5.838;0;31;8.01171875;0;32.59375;194;10.400390625;71.21875;2.28125;100;163;0;154;0;0
18.9990799;5.838;0;31;8.01171875;0;32.59375;193;10.400390625;71.21875;2.28125;100;163;0;154;0;0
19.1090841;5.838;0;31;7.9921875;0;32.59375;193;10.400390625;71.1875;2.28125;100;163;0;154;0;0
19.2192448;5.838;0;32;7.9921875;0;32.59375;194;10.400390625;71.1875;2.28125;100;163;0;154;0;0
19.329071;5.838;0;32;7.97265625;0;32.59375;195;10.400390625;71.1875;2.28125;100;163;0;154;0;0
19.4392561;5.838;0;32;7.9921875;0;32.59375;194;10.400390625;71.1875;2.28125;100;163;0;154;0;0
19.549245;5.838;0;32;8.01171875;0;32.59375;194;10.400390625;71.1875;2.28125;100;163;0;154;0;0
19.6692503;5.838;0;32;7.953125;0;32.59375;193;10.400390625;71.1875;2.28125;100;163;0;154;0;0
19.7735729;5.838;0;32;7.97265625;0;32.59375;194;10.400390625;71.1875;2.28125;100;163;0;154;0;0
