sep=;
Time (s);C=>6 R=>software revision level/none;C=>6 R=>faults/none;C=>6 R=>controller temperature/deg C;C=>6 R=>vehicle speed/km/hr;C=>6 R=>motor temperature/deg C;C=>6 R=>motor current/Amps;C=>6 R=>motor rpm/RPM;C=>6 R=>motor speed/% of rated rpm;C=>6 R=>battery voltage/Volts;C=>6 R=>battery current/Amps;C=>6 R=>battery state of charge/%;C=>6 R=>battery power/Watts;C=>6 R=>faults2/none;C=>6 R=>motor input power/W;C=>6 R=>last fault2/none;C=>6 R=>user access level/none
2.4872901;5.838;0;33;2.4140625;0;32.46875;250;13.5498046875;72.03125;2.78125;100;207;0;195;0;0
2.5171163;5.838;0;33;2.41015625;0;32.46875;250;13.5498046875;72.03125;2.78125;100;207;0;195;0;0
2.5472733;5.838;0;33;2.41015625;0;32.46875;250;13.5498046875;72.03125;2.78125;100;207;0;195;0;0
2.5871072;5.838;0;33;2.41015625;0;32.46875;250;13.5498046875;72.03125;2.78125;100;207;0;195;0;0
2.6071332;5.838;0;33;2.41015625;0;32.46875;250;13.5498046875;72.03125;2.78125;100;207;0;195;0;0
2.6371534;5.838;0;33;2.41015625;0;32.46875;250;13.5498046875;72.03125;2.78125;100;207;0;195;0;0
2.6771219;5.838;0;33;2.41015625;0;32.46875;252;13.5498046875;72.03125;2.78125;100;207;0;195;0;0
2.697107;5.838;0;33;2.41015625;0;32.46875;252;13.5498046875;72.03125;2.78125;100;207;0;195;0;0
2.7271509;5.838;0;33;2.41015625;0;32.46875;252;13.5498046875;72.03125;2.78125;100;207;0;195;0;0
2.7571048;5.838;0;33;2.41015625;0;32.46875;252;13.5498046875;72.03125;2.78125;100;207;0;195;0;0
2.7771815;5.838;0;33;2.4140625;0;32.46875;252;13.5498046875;72.03125;2.78125;100;207;0;195;0;0
2.8071025;5.838;0;33;2.4140625;0;32.46875;252;13.5498046875;72.03125;2.78125;100;207;0;195;0;0
2.827111;5.838;0;33;2.4140625;0;32.46875;252;13.5498046875;72.03125;2.78125;100;204;0;195;0;0
2.8471027;5.838;0;33;2.4140625;0;32.375;252;13.5498046875;72.03125;2.78125;100;204;0;195;0;0
2.8672738;5.838;0;33;2.4140625;0;32.375;251;13.5498046875;72.03125;2.78125;100;204;0;195;0;0
2.8971394;5.838;0;33;2.4140625;0;32.375;251;13.5498046875;72.03125;2.78125;100;204;0;195;0;0
2.9232846;5.838;0;33;2.4140625;0;32.375;250;13.5498046875;72.03125;2.78125;100;204;0;195;0;0
2.9458206;5.838;0;33;2.4140625;0;32.375;250;13.5498046875;72.03125;2.78125;100;204;0;195;0;0
2.9656574;5.838;0;33;2.4140625;0;32.375;250;13.5498046875;72.03125;2.78125;100;204;0;195;0;0
2.9858336;5.838;0;33;2.4140625;0;32.375;250;13.5498046875;72.03125;2.78125;100;204;0;195;0;0
3.0156554;5.838;0;33;2.4140625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.0358211;5.838;0;33;2.4140625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.0556834;5.838;0;33;2.4140625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.0858221;5.838;0;33;2.4140625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.1056891;5.838;0;33;2.4140625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.1356542;5.838;0;33;2.41015625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.1556915;5.838;0;33;2.41015625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.1758466;5.838;0;33;2.41015625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.2056542;5.838;0;33;2.41015625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.2258509;5.838;0;33;2.41015625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.2458258;5.838;0;33;2.41015625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.2758252;5.838;0;33;2.41015625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.30567;5.838;0;33;2.41015625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.3457118;5.838;0;33;2.41015625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.3757178;5.838;0;33;2.40625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.4058285;5.838;0;33;2.40625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.4558645;5.838;0;33;2.40625;0;32.375;252;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.4858858;5.838;0;33;2.421875;0;32.375;252;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.5158622;5.838;0;33;2.421875;0;32.375;252;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.5657126;5.838;0;33;2.421875;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.5957521;5.838;0;33;2.4140625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.6256673;5.838;0;33;2.4140625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.6858241;5.838;0;33;2.4140625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.7058172;5.838;0;33;2.41015625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.7358276;5.838;0;33;2.41015625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.785698;5.838;0;33;2.41015625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.815847;5.838;0;33;2.41015625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.8458398;5.838;0;33;2.41015625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.8956647;5.838;0;33;2.41015625;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
3.9556723;5.838;0;33;2.41796875;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
4.0056645;5.838;0;33;2.41796875;0;32.375;251;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
4.0856602;5.838;0;33;2.41796875;0;32.375;252;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
4.1456685;5.838;0;33;2.41015625;0;32.375;252;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
4.2156922;5.838;0;33;2.41015625;0;32.375;252;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
4.2357886;5.838;0;33;2.41015625;0;32.375;252;13.5498046875;72.03125;2.8125;100;204;0;195;0;0
4.2556599;5.838;0;33;2.41015625;0;32.375;252;13.5498046875;72.03125;2.8125;100;204;0;198;0;0
4.2856885;5.838;0;33;2.41015625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;198;0;0
4.3156562;5.838;0;33;2.41015625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;198;0;0
4.3356549;5.838;0;33;2.41015625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;198;0;0
4.3656558;5.838;0;33;2.4140625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;198;0;0
4.3857675;5.838;0;33;2.4140625;0;32.375;250;13.5498046875;72.03125;2.8125;100;204;0;198;0;0
4.4056994;5.838;0;33;2.4140625;0;32.375;250;13.5498046875;72.03125;2.8125;100;208;0;198;0;0
4.4358195;5.838;0;33;2.4140625;0;32.375;250;13.5498046875;72.03125;2.8125;100;208;0;198;0;0
4.4558309;5.838;0;33;2.4140625;0;32.375;251;13.5498046875;72.03125;2.8125;100;208;0;198;0;0
4.4756541;5.838;0;33;2.4140625;0;32.375;251;13.5498046875;72.03125;2.8125;100;208;0;198;0;0
4.5058231;5.838;0;33;2.4140625;0;32.375;251;13.5986328125;72.03125;2.8125;100;208;0;198;0;0
4.5256544;5.838;0;33;2.4140625;0;32.375;251;13.5986328125;72.03125;2.8125;100;208;0;198;0;0
4.5557246;5.838;0;33;2.41796875;0;32.375;251;13.5986328125;72.03125;2.8125;100;208;0;198;0;0
4.5856565;5.838;0;33;2.41796875;0;32.375;251;13.5986328125;72.03125;2.8125;100;208;0;198;0;0
4.605836;5.838;0;33;2.40625;0;32.375;251;13.5986328125;72.03125;2.8125;100;208;0;198;0;0
4.6256553;5.838;0;33;2.40625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.6558337;5.838;0;33;2.40625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.6756563;5.838;0;33;2.40625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.6958722;5.838;0;33;2.40625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.7256835;5.838;0;33;2.40625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.7458189;5.838;0;33;2.40625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.7656534;5.838;0;33;2.40625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.7958166;5.838;0;33;2.40625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.8358168;5.838;0;33;2.40625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.8626884;5.838;0;33;2.41796875;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.8826882;5.838;0;33;2.41796875;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.9208865;5.838;0;33;2.41796875;0;32.375;250;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.9408921;5.838;0;33;2.41015625;0;32.375;250;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
4.9710658;5.838;0;33;2.41015625;0;32.375;250;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.0109993;5.838;0;33;2.41015625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.0410852;5.838;0;33;2.421875;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.0709267;5.838;0;33;2.421875;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.1210681;5.838;0;33;2.421875;0;32.375;252;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.1510631;5.838;0;33;2.40625;0;32.375;252;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.1809072;5.838;0;33;2.40625;0;32.375;252;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.2210802;5.838;0;33;2.40625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.2508904;5.838;0;33;2.4140625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.2709149;5.838;0;33;2.4140625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.3209159;5.838;0;33;2.4140625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.3410622;5.838;0;33;2.4140625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.3708943;5.838;0;33;2.4140625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.3910654;5.838;0;33;2.4140625;0;32.375;252;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.4208873;5.838;0;33;2.4140625;0;32.375;252;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.4410635;5.838;0;33;2.4140625;0;32.375;252;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.4608977;5.838;0;33;2.41015625;0;32.375;252;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.4910575;5.838;0;33;2.41015625;0;32.375;252;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.541076;5.838;0;33;2.41015625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.5709073;5.838;0;33;2.4140625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.6010949;5.838;0;33;2.4140625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.6510638;5.838;0;33;2.4140625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.6810702;5.838;0;33;2.41796875;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.7110835;5.838;0;33;2.41796875;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.7510789;5.838;0;33;2.41796875;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.7810692;5.838;0;33;2.4140625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.800895;5.838;0;33;2.4140625;0;32.375;251;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.8310527;5.838;0;33;2.4140625;0;32.375;250;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.8509212;5.838;0;33;2.4140625;0;32.375;250;13.5986328125;72.03125;2.78125;100;208;0;198;0;0
5.876632;5.838;0;33;2.4140625;0;32.375;250;13.5986328125;72.03125;2.78125;100;208;0;193;0;0
5.8985547;5.838;0;33;2.4140625;0;32.375;250;13.5986328125;72.03125;2.78125;100;208;0;193;0;0
5.9187951;5.838;0;33;2.4140625;0;32.375;250;13.5986328125;72.03125;2.78125;100;208;0;193;0;0
5.938587;5.838;0;33;2.4140625;0;32.375;250;13.5986328125;72.03125;2.78125;100;208;0;193;0;0
5.9687403;5.838;0;33;2.4140625;0;32.375;250;13.5986328125;72.03125;2.78125;100;204;0;193;0;0
5.9885512;5.838;0;33;2.4140625;0;32.25;250;13.5986328125;72.03125;2.78125;100;204;0;193;0;0
6.01859;5.838;0;33;2.4140625;0;32.25;250;13.5986328125;72.03125;2.78125;100;204;0;193;0;0
6.0385551;5.838;0;33;2.4140625;0;32.25;250;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.0585894;5.838;0;33;2.4140625;0;32.25;250;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.0887398;5.838;0;33;2.40625;0;32.25;250;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.1085518;5.838;0;33;2.40625;0;32.25;250;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.1287193;5.838;0;33;2.40625;0;32.25;250;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.1585506;5.838;0;33;2.40625;0;32.25;250;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.1787308;5.838;0;33;2.40625;0;32.25;252;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.1985566;5.838;0;33;2.40625;0;32.25;252;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.2285991;5.838;0;33;2.40625;0;32.25;252;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.2485572;5.838;0;33;2.40625;0;32.25;252;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.2785548;5.838;0;33;2.41015625;0;32.25;252;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.298641;5.838;0;33;2.41015625;0;32.25;252;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.3286616;5.838;0;33;2.41015625;0;32.25;252;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.3687653;5.838;0;33;2.41015625;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.3987509;5.838;0;33;2.40625;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.4287328;5.838;0;33;2.40625;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.4585583;5.838;0;33;2.40625;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.4785996;5.838;0;33;2.40625;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.5087526;5.838;0;33;2.40625;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.5387935;5.838;0;33;2.40234375;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.5687868;5.838;0;33;2.40234375;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.6087461;5.838;0;33;2.40234375;0;32.25;252;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.6385997;5.838;0;33;2.41796875;0;32.25;252;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.6587314;5.838;0;33;2.41796875;0;32.25;252;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.7087605;5.838;0;33;2.41796875;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.7387563;5.838;0;33;2.41796875;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.7587531;5.838;0;33;2.41796875;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.8087603;5.838;0;33;2.41796875;0;32.25;250;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.8386922;5.838;0;33;2.4140625;0;32.25;250;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.8587551;5.838;0;33;2.4140625;0;32.25;250;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.908783;5.838;0;33;2.4140625;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.9387635;5.838;0;33;2.421875;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
6.9687939;5.838;0;33;2.421875;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
7.0087595;5.838;0;33;2.421875;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
7.0387502;5.838;0;33;2.41015625;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
7.068778;5.838;0;33;2.41015625;0;32.25;251;13.525390625;72.03125;2.78125;100;204;0;193;0;0
